FID,VALID,MAG,WFO,TYPECODE,TYPETEXT,CITY,COUNTY,SOURCE,REMARK,POINT_X,POINT_Y,lon,lat,long
469,201104280952,0.000000000000000,TAE,T,TORNADO,Marianna Municipal A/P,Jackson,emergency mngr,7 aircraft damaged or destroyed. several nearby homes received damage as well.,-85.180000000000007,30.829999999999998,-85.1800003,30.8299999,-85.1800003
470,201104280952,1.000000000000000,TAE,T,TORNADO,Marianna Municipal A/P,Jackson,nws storm survey,confirmed ef-1 tornado at the marianna municipal airport. damage to several planes at the field and several trees snapped. damage path intermitt,-85.180000000000007,30.829999999999998,-85.1800003,30.8299999,-85.1800003
471,201104280955,0.000000000000000,CTP,T,TORNADO,1 Nw Fortney,York,nws storm survey,ef1 tornado confirmed at roundtop mtn resort,-76.930000000000007,40.109999999999999,-76.9300003,40.1100006,-76.9300003
472,201104281007,0.000000000000000,TAE,T,TORNADO,Dellwood,Jackson,fire dept/rescue, ,-85.049999999999997,30.820000000000000,-85.0500031,30.8199997,-85.0500031
473,201104281010,0.000000000000000,ALY,T,TORNADO,Speculator,Hamilton,emergency mngr,possible tornado. trees down northeast of village of speculator along route 30.,-74.379999999999995,43.579999999999998,-74.3799973,43.5800018,-74.3799973
474,201104281025,0.000000000000000,CTP,T,TORNADO,Palmyra,Lebanon,nws storm survey,ef1 tornado confirmed in palmyra boro,-76.590000000000003,40.310000000000002,-76.5899963,40.3100014,-76.5899963
475,201104281030,0.000000000000000,CTP,T,TORNADO,Ono,Lebanon,nws employee,4 homes moderately damaged...1 barn and 1 farm out building destroyed...2 high tension lines toppled. 1 cow injured and approximately 200 trees,-76.530000000000001,40.399999999999999,-76.5299988,40.4000015,-76.5299988
476,201104281140,0.000000000000000,CAE,T,TORNADO,8 Ne St. Matthews,Calhoun,amateur radio,tornado touchdown in the area of hwys 601 and 419 and in the ft. motte community. trees and powerlines down. also marble size hail in the vicini,-80.680000000000007,33.750000000000000,-80.6800003,33.7500000,-80.6800003
477,201104281146,0.000000000000000,LWX,T,TORNADO,1 Ese Westminster,Carroll,nws storm survey,ef-0 tornado. peak winds 65 mph. path length 0.6 mile. path width 50 yards.,-76.980000000000004,39.570000000000000,-76.9800034,39.5699997,-76.9800034
478,201104281150,0.000000000000000,CAE,T,TORNADO,5 Ssw Millwood,Sumter,nws storm survey,survey confirmed ef1 tornado with winds near 90 mph. length was 12 miles with intermittent touchdowns. width was 1/8 mile. numerous trees snappe,-80.430000000000007,33.850000000000001,-80.4300003,33.8499985,-80.4300003
479,201104281209,0.000000000000000,LWX,T,TORNADO,2 Ese Hampstead,Baltimore,nws storm survey,ef-0 tornado. peak winds 65 mph. path length 1.1 miles. path width 50 yards.,-76.829999999999998,39.609999999999999,-76.8300018,39.6100006,-76.8300018
480,201104281211,0.000000000000000,CAE,T,TORNADO,3 Wnw Turbeville,Sumter,emergency mngr,emergency manager reported trees down on forge road and pudding swamp road in the shiloh community from an ef0 tornado. path length was 2 miles,-80.060000000000002,33.909999999999997,-80.0599976,33.9099998,-80.0599976
481,201104281520,0.000000000000000,LWX,T,TORNADO,4 Ene Breton Bay,St. Marys,nws storm survey,ef-1 tornado. peak winds 90 mph. path length 3.3 miles. path width 50 yards.,-76.670000000000002,38.259999999999998,-76.6699982,38.2599983,-76.6699982
482,201104281530,0.000000000000000,AKQ,T,TORNADO,1 N Coatesville,Hanover,nws storm survey,nws storm survey found damage consistent with an ef-1 tornado. damage was noted along a nearly continuous path approximately 2 miles long...100,-77.609999999999999,37.890000000000001,-77.6100006,37.8899994,-77.6100006
483,201104281541,0.000000000000000,LWX,T,TORNADO,1 Nnw Dowell,Calvert,nws storm survey,1.8 mile long...50 yd wide damage path consisting of uprooted trees and snapped large branches. rated ef-0.,-76.469999999999999,38.359999999999999,-76.4700012,38.3600006,-76.4700012
